,author,body,date,helpful,rating,title
519,['Angie Bella'],"[""I just received my Power Pressure Cooker XL - sold by Amazon.com.  I am pleased so far with this item. I had to follow the instructions to get the pressure cooker ready for use.  However, I was missing a part, a little disappointed.  The round stainless steel wire rack was missing... I called Amazon customer service, spoke with a supervisor and explained my missing accessory.  The agent offered me a $10.00 refund!  How nice... I felt better - didn't feel I was cheated in anyway...  Good for Amazon Customer Service!  They are great!  Angie""]","['on October 3, 2016']",['\n      2 people found this helpful.\n    '],['4.0 out of 5 stars'],['Power Pressure Cooker XL']
520,['Keith'],"[""I've only used it three times so far. Still learning how to use it, the cooking instructions aren't the greatest so I'm figuring it out as I go along. Me never using one before, im getting along ok. Overall so far it's a good product.""]","['on April 18, 2016']",[],['4.0 out of 5 stars'],"[""the cooking instructions aren't the greatest so I'm figuring it out as I go along""]"
521,['Redtop10'],['Love it.'],"['on October 13, 2016']",[],['5.0 out of 5 stars'],['Love this cooker']
522,['Hanester'],['I have purchased 5 of these for myself and family members! Excellent product! Cooked just about everything in it. Familiarize yourself with this product and you will have excellent results!'],"['on July 15, 2017']",[],['5.0 out of 5 stars'],['Amazing!']
523,['anonymous'],['Wish it was smaller but works great.'],"['on June 19, 2016']",[],['5.0 out of 5 stars'],['Time saving']
524,['Sherri Wheeler'],"['Got this cooker for my mother-in-law.  She is 86 years old and could use this cooker on her own the second time of use (cleaning and all).  The only problem or misleading advertisement is it takes much longer than the amount of time they suggest.  Some foods...double the time or more.  Once you get your desired cooking time figured out, it is a great cooker to have. I am going to purchase one for myself!']","['on April 3, 2015']",[],['4.0 out of 5 stars'],['it is a great cooker to have']
525,['CJV'],['This is a must have. I use it all the time. quick meals. I have it about a year now and love it'],"['on October 29, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Fantastic']
526,['Cooter'],"['Worst purchase ever, useless if you want to use it more than twice. Millennials will love it as a kitchen accessory.', 'Over a period of a few months it slowly loses pressure and takes longer and longer to cook.', 'Edit: totally useless.']","['on December 20, 2016']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],['Three Stars']
527,['Amazon Customer'],['Works like a charm!  I have worked it nearly to death for holiday gift giving and I love it!  The only drawback is that the largest container you can put into it is pint.'],"['on January 9, 2017']",[],['4.0 out of 5 stars'],['No more worries about botulism']
528,['Hope Stevens'],['I love my pressure cooker so much!! A roast with all the veggies in less than an hour that melts in your mouth!  Best kitchen tool I have ever bought!!'],"['on November 25, 2015']",[],['5.0 out of 5 stars'],['LOVE MY PRESSURE COOKER/CANNER']
529,['Randy Church'],"['Great item. Cooks very quickly and fine, and seems to be easy to operate.']","['on March 14, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
530,['Bob Terrell'],['Great product.'],"['on September 25, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
531,['Dennis R Silva'],['Perfect'],"['on November 1, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
532,['Rachelle Grimm'],['Very nice does the job is a fraction of the time... :)'],"['on March 25, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
533,['D. Capelotti'],['Worked great for four meals then broke. Sent back we will see if they refund.'],"['on May 17, 2016']",[],['3.0 out of 5 stars'],['Three Stars']
534,['Amazon Customer'],"['The pressure cooker is great, I love it.  I will recommend you buying this product.']","['on April 10, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
535,['Ryan Johnson'],"['Very depressed. The Power Pressure XL is a complete POS. The unit I got had multiple defects including silk screening that did not align and the unit did not build heat or pressure. I will never purchase from Fusion Life Brands again.', 'I ordered the Instapot. Hopefully I have a better experience.']","['on November 14, 2015']",['\n      8 people found this helpful.\n    '],['1.0 out of 5 stars'],['Very depressed. The Power Pressure XL is a complete ...']
536,['CRB Hou TX'],['Performs as advertised. Great meals in a fraction of normal cooking time.'],"['on March 5, 2018']",[],['5.0 out of 5 stars'],['Great meals in a fraction of normal cooking time']
537,['Kerry J. Knochel'],['It was a gift and they have used it every night!'],"['on May 19, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
538,['J Lee Lang'],['Love this pot.  We call it the magic pot.'],"['on June 2, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
539,['Susan Williams'],['It works good!!'],"['on December 2, 2016']",[],['5.0 out of 5 stars'],['Great meals!!']
540,['Robert Wood'],"['I was skeptical at first, but figured with the money back guarantee, worth a try. This product does exactly as advertised. It is a marvel and I have no reason for any regrets.']","['on December 23, 2015']",[],['5.0 out of 5 stars'],['Great product. Great price.']
541,['Kala Varner'],"['I LOVE this pressure cooker.  It has quickly become the number one used appliance in my kitchen.  We are always on the go, so the ability to create quick meals is a must.', ""I haven't tried pressure canning yet . . but it is on the top of my list to try!""]","['on November 25, 2015']",[],['5.0 out of 5 stars'],['LOVE IT !']
542,['miguel gomzalez'],['this power cooker xl very nice'],"['on May 20, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
543,['Karla G'],['only used it once - so far so good'],"['on June 7, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
544,['Richard Cadarette'],"[""Actually when I first purchased the pressure cooker I liked it. Unfortunately, I lost a red pressure valve cap while cleaning and had to reorder a new one. As of today , I have waited for almost 3 months for the little red cap, and without it , I cannot use the pressure cooker. Today I was told it would be 2 more weeks, so I promptly canceled may order and will throw the unit in the trash. If a company  is going to produce a product make sure they  can supply parts. I will not deal with company like this and its worth it to me to throw the unit away so that I can buy another product from a more reputable company. Don't believe the TV hype of this company.""]","['on July 19, 2016']",['\n      4 people found this helpful.\n    '],['2.0 out of 5 stars'],['Actually when I first purchased the pressure cooker I liked it. Unfortunately']
545,['CyndisZoo'],"[""This worked great for about 3 months, then the kid would no longer seal and we can't use it.  Very frustrating""]","['on November 10, 2015']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['This worked great for about 3 months']
546,['Rick'],"['works great, fast and tasty.  food is really soft when done and can make meals within an hr.']","['on November 26, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
547,['truman draeger'],['I love it!'],"['on October 9, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
548,['john jacobson'],['the first one did not work and the replacement did not come with any paper work still waiting for them to send it to me'],"['on September 7, 2016']",['\n      One person found this helpful.\n    '],['3.0 out of 5 stars'],['the first one did not work and the replacement did ...']
549,['working mom of 3'],['I liked mine so much I got one for my mother-in-law.'],"['on January 16, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
550,['Dale E. Wisdom'],"[""So far so good.  this product has a number of critical reviews but I haven't experienced any downside so i'm happy.""]","['on October 8, 2017']",[],['5.0 out of 5 stars'],['So far so good. this product has a number of critical reviews ...']
551,['Old10Dogs'],['Cooks quickly and accurately. Try some BBQ baby back ribs.'],"['on July 31, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
552,['Rena'],['Works excellent would definitely buy again. I wish they could revamp the  Lid a little difficult to close'],"['on December 7, 2016']",[],['5.0 out of 5 stars'],['Works excellent would definitely buy again']
553,['Derek Brandon'],['great'],"['on August 25, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
554,['Samuel W Scates'],['The item was as advertised.'],"['on May 10, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
555,['Love2shop'],['Cooks fast and easy to clean.'],"['on April 24, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
556,['Amazon Customer'],"[""It didn't work at all no power.""]","['on June 7, 2016']",[],['2.0 out of 5 stars'],['Two Stars']
557,['Sunny De'],['A gift for my very busy daughter.  She said it saves her hours every week.'],"['on September 14, 2015']",[],['5.0 out of 5 stars'],['Huge time saver.']
558,['Floyd Isaacs'],"['I did buy three of these for gifts . I got calls from all of them , telling me how great they were , and gave me a big thanks .']","['on March 8, 2015']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['telling me how great they were']
559,['dee'],['Love it!!!'],"['on March 1, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
560,['Nurse Janine'],"[""Used it twice and it stopped working altogether.  I won't get another because once you add in the prep time, it really wasn't a time saver.  I know a few people who use it and love it, yet my experience was less than stellar.  AND I had to pay for shipping it back - $16!  On a positive note, they refunded my initial purchase price quickly.""]","['on December 14, 2015']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],"['I know a few people who use it and love it, yet my experience was less than stellar']"
